Rank,Year,Position,Name,Age,Games,Plate_Appearances,At_Bats,Runs,Hits,Doubles,Triples,Home_Runs,Runs_Batted_In,Stolen_Bases,Caught_Stealing,Base_On_Balls,Strikeouts,Batting_Average,On_Base_Percentage,Slugging_Percentage,On_Base_Plus_Slugging_Percentage,On_Base_Plus_Slugging_Percentage_Plus,Total_Bases,Double_Plays_Grounded_Into,Times_Hit_By_Pitch,Sacrifice_Hits,Sacrifice_Flies,Intentional_Bases_on_Balls
6,1999,LF,Luis Gonzalez,31,153,693,614,112,206,45,4,26,111,9,5,66,63,0.336,0.403,0.549,0.952,138,337,13,7,1,5,6
7,1999,CF,Steve Finley,34,156,663,590,100,156,32,10,34,103,8,4,63,94,0.264,0.336,0.525,0.861,113,310,4,3,2,5,7
8,1999,RF,Tony Womack,29,144,684,614,111,170,25,10,4,41,72,13,52,68,0.277,0.332,0.37,0.702,77,227,4,2,9,7,0
9,1999,C,Kelly Stinnett,29,88,317,284,36,66,13,0,14,38,2,1,24,83,0.232,0.302,0.426,0.728,81,121,4,5,2,2,2
10,1999,RF,Bernard Gilkey,32,94,241,204,28,60,16,1,8,39,2,2,29,42,0.294,0.379,0.5,0.879,120,102,7,2,1,5,2
11,1999,1B,Erubiel Durazo,25,52,185,155,31,51,4,2,11,30,1,1,26,43,0.329,0.422,0.594,1.015,153,92,1,1,0,3,1
12,1999,SS,Hanley Frias,25,69,180,150,27,41,3,2,1,16,4,3,29,18,0.273,0.391,0.34,0.731,87,51,2,0,1,0,2
13,1999,SS,Tony Batista,25,44,164,144,16,37,5,0,5,21,2,0,16,17,0.257,0.335,0.396,0.731,84,57,1,2,0,2,3
14,1999,1B,Greg Colbrunn,29,67,153,135,20,44,5,3,5,24,1,1,12,23,0.326,0.392,0.519,0.911,128,70,3,4,0,2,0
15,1999,OF,David Dellucci,25,63,123,109,27,43,7,1,1,15,2,0,11,24,0.394,0.463,0.505,0.968,145,55,3,3,0,0,0
16,1999,RF,Rob Ryan,26,20,30,29,4,7,1,0,2,5,0,0,1,8,0.241,0.267,0.483,0.749,84,14,0,0,0,0,0
17,1999,UT,Lenny Harris,34,19,30,29,2,11,1,0,1,7,1,0,0,1,0.379,0.367,0.517,0.884,120,15,0,0,0,1,0
18,1999,OF,Dante Powell,25,22,28,25,4,4,3,0,0,1,2,1,2,6,0.16,0.222,0.28,0.502,26,7,0,0,1,0,0
19,1999,OF,Turner Ward,34,10,26,23,6,8,1,0,2,7,0,0,2,6,0.348,0.385,0.652,1.037,155,15,0,0,0,1,0
20,1999,C,Rod Barajas,23,5,18,16,3,4,1,0,1,3,0,0,1,1,0.25,0.294,0.5,0.794,96,8,0,0,1,0,0
21,1999,OF,Ernie Young,29,6,15,11,1,2,0,0,0,0,0,0,3,2,0.182,0.4,0.182,0.582,54,2,0,1,0,0,0
22,1999,MI,Edwin Díaz,24,4,8,5,2,2,2,0,0,1,0,0,3,1,0.4,0.625,0.8,1.425,257,4,0,0,0,0,1
23,1999,,Danny Klassen,23,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,2,408,1,0,0,0,0,0
24,1999,P,Randy Johnson,35,33,104,97,1,12,4,0,0,6,0,0,0,46,0.124,0.124,0.165,0.289,-28,16,1,0,7,0,0
25,1999,P,Omar Daal,27,30,77,69,8,16,2,0,0,4,0,0,2,10,0.232,0.254,0.261,0.514,30,18,2,0,6,0,0
26,1999,P,Andy Benes,31,31,73,58,6,9,0,0,1,5,0,0,4,17,0.155,0.222,0.207,0.429,9,12,1,1,10,0,0
27,1999,P,Armando Reynoso,33,29,58,49,3,8,2,0,0,2,0,0,1,26,0.163,0.18,0.204,0.384,-3,10,0,0,8,0,0
28,1999,P,Brian Anderson,27,31,42,38,4,5,0,1,1,2,1,0,2,10,0.132,0.171,0.263,0.434,7,10,1,0,1,1,0
29,1999,P,Todd Stottlemyre,34,17,40,32,0,4,1,0,0,0,0,0,5,12,0.125,0.243,0.156,0.399,4,5,0,0,3,0,0
30,1999,P,Greg Swindell,34,61,6,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,1,0,2,0,0
31,1999,P,Bobby Chouinard,27,30,4,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,-100,0,0,0,1,0,0
32,1999,P,Vladimir Núñez,24,26,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,0,0,0
33,1999,P,Erik Sabel,24,7,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,-100,0,0,0,0,0,0
34,1999,P,Darren Holmes,33,42,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,-100,0,0,0,0,0,0
35,1999,P,Dan Plesac,37,31,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,0,0,0
36,1999,P,Byung-Hyun Kim,20,22,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0
37,1999,P,Gregg Olson,32,59,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
38,1999,P,Vicente Padilla,21,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,1999,P,Matt Mantei,25,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,1999,P,Amaury Telemaco,25,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,1999,P,John Frascatore,29,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,1999,P,Ed Vosberg,37,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,1999,P,Dan Carlson,29,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1998,C,Kelly Stinnett,28,92,318,274,35,71,14,1,11,34,0,1,35,74,0.259,0.353,0.438,0.791,107,120,9,6,1,2,3
2,1998,1B,Travis Lee,23,146,630,562,71,151,20,2,22,72,8,1,67,123,0.269,0.346,0.429,0.775,103,241,13,0,0,1,5
3,1998,2B,Andy Fox,27,139,564,502,67,139,21,6,9,44,14,7,43,97,0.277,0.355,0.396,0.751,98,199,2,18,0,1,0
4,1998,SS,Jay Bell,32,155,645,549,79,138,29,5,20,67,3,5,81,129,0.251,0.353,0.432,0.785,106,237,14,7,5,3,3
5,1998,3B,Matt Williams,32,135,557,510,72,136,26,1,20,71,5,1,43,102,0.267,0.327,0.439,0.766,100,224,19,3,0,1,8
6,1998,LF,David Dellucci,24,124,453,416,43,108,19,12,5,51,3,5,33,103,0.26,0.318,0.399,0.717,88,166,6,3,0,1,2
7,1998,CF,Devon White,35,146,627,563,84,157,32,1,22,85,22,8,42,102,0.279,0.335,0.456,0.792,106,257,9,9,7,6,4
8,1998,RF,Karim García,22,113,354,333,39,74,10,8,9,43,5,4,18,78,0.222,0.26,0.381,0.641,66,127,6,0,0,3,1
9,1998,MI,Tony Batista,24,106,318,293,46,80,16,1,18,41,1,1,18,52,0.273,0.318,0.519,0.836,116,152,7,3,0,4,0
10,1998,OF,Brent Brede,26,98,238,212,23,48,9,3,2,17,1,0,24,43,0.226,0.311,0.325,0.636,68,69,6,2,0,0,2
11,1998,LF,Yamil Benítez,25,91,225,206,17,41,7,1,9,30,2,2,14,46,0.199,0.262,0.374,0.636,65,77,6,4,0,1,1
12,1998,C,Damian Miller,28,57,183,168,17,48,14,2,3,14,1,0,11,43,0.286,0.337,0.446,0.783,104,75,2,2,2,0,2
13,1998,C,Jorge Fábregas,28,50,167,151,8,30,4,0,1,15,0,0,13,26,0.199,0.263,0.245,0.509,35,37,3,1,0,2,1
14,1998,2B,Andy Stankiewicz,33,77,155,145,9,30,5,0,0,8,1,0,7,33,0.207,0.252,0.241,0.493,31,35,3,2,0,1,0
15,1998,2B,Danny Klassen,22,29,118,108,12,21,2,1,3,8,1,1,9,33,0.194,0.263,0.315,0.578,52,34,5,1,0,0,0
16,1998,LF,Bernard Gilkey,31,29,114,101,8,25,0,0,1,5,4,2,11,14,0.248,0.327,0.277,0.605,62,28,5,1,1,0,0
17,1998,RF,Chris Jones,32,20,34,31,3,6,1,0,0,3,0,0,3,9,0.194,0.265,0.226,0.491,31,7,2,0,0,0,0
18,1998,IF,Hanley Frias,24,15,23,23,4,3,0,1,1,2,0,0,0,5,0.13,0.13,0.348,0.478,20,8,1,0,0,0,0
19,1998,RF,Hensley Meulens,31,7,15,15,1,1,0,0,1,1,0,0,0,6,0.067,0.067,0.267,0.333,-18,4,0,0,0,0,0
20,1998,DH,Mike Robertson,27,11,13,13,0,2,0,0,0,0,0,0,0,2,0.154,0.154,0.154,0.308,-18,2,0,0,0,0,0
21,1998,2B,Edwin Díaz,23,3,7,7,0,0,0,0,0,0,0,0,0,2,0,0,0,0,-100,0,0,0,0,0,0
22,1998,P,Andy Benes,30,33,82,65,8,11,3,0,1,3,0,0,6,28,0.169,0.25,0.262,0.512,35,17,0,1,10,0,0
23,1998,P,Brian Anderson,26,33,75,66,6,7,0,0,0,0,1,0,3,19,0.106,0.145,0.106,0.251,-32,7,1,0,6,0,0
24,1998,P,Omar Daal,26,33,56,46,3,5,0,0,0,1,0,0,5,17,0.109,0.196,0.109,0.305,-17,5,1,0,5,0,0
25,1998,P,Willie Blair,32,23,53,48,3,4,0,0,0,0,0,0,1,26,0.083,0.102,0.083,0.185,-50,4,0,0,4,0,0
26,1998,P,Amaury Telemaco,24,26,32,29,2,2,1,1,0,2,0,0,1,13,0.069,0.097,0.172,0.269,-31,5,2,0,1,1,0
27,1998,P,Jeff Suppan,23,13,24,22,1,6,0,0,0,1,1,0,0,6,0.273,0.304,0.273,0.577,54,6,0,1,1,0,0
28,1998,P,Clint Sodowsky,25,45,11,10,2,3,1,0,0,0,0,0,0,2,0.3,0.3,0.4,0.7,83,4,1,0,1,0,0
29,1998,P,Bob Wolcott,24,5,9,9,1,2,0,0,0,0,0,0,0,1,0.222,0.222,0.222,0.444,18,2,0,0,0,0,0
30,1998,P,Joel Adamson,26,5,8,7,0,3,1,0,0,1,0,0,0,0,0.429,0.429,0.571,1,161,4,1,0,1,0,0
31,1998,P,Bobby Chouinard,26,25,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,1,0,0,0,0
32,1998,P,Gregg Olson,31,62,2,2,1,1,0,0,1,2,0,0,0,1,0.5,0.5,2,2.5,518,4,0,0,0,0,0
33,1998,P,Scott Brow,29,17,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,0,0,0
34,1998,P,Alan Embree,28,35,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
35,1998,P,Russ Springer,29,24,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,0,0,0
36,1998,P,Willie Banks,29,31,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,0,0,0
37,1998,P,Bryan Corey,24,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,1998,P,Ricky Pickett,28,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,1998,P,Efrain Valdez,31,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,1998,P,Barry Manuel,32,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,1998,P,Neil Weber,25,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,1998,P,Chris Michalak,27,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,1998,P,Felix Rodriguez,25,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,1998,P,Ben Ford,22,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,1998,P,Vladimir Núñez,23,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,1998,P,Aaron Small,26,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
